"plec","waga","wiek","wojewodztwo","podregion66","godzin_internetu","rok","woj_id"
"kobieta",0.418261257318353,"35-44 lata","Lubelskie","LUBELSKI",2,"2009","15"
"mężczyzna",0.515163664171858,"45-59 lat","Lubelskie","LUBELSKI",5,"2009","15"
"kobieta",0.432589029208105,"35-44 lata","Lubelskie","LUBELSKI",5,"2009","15"
"kobieta",0.875899509136068,"do 24 lat","Lubelskie","LUBELSKI",5,"2009","15"
"kobieta",0.875899509136068,"do 24 lat","Lubelskie","LUBELSKI",20,"2009","15"
"kobieta",0.737003012756222,"45-59 lat","Lubelskie","LUBELSKI",3,"2009","15"
"kobieta",0.945227396403368,"45-59 lat","Lubelskie","LUBELSKI",5,"2009","15"
"mężczyzna",1.24380060149044,"do 24 lat","Lubelskie","LUBELSKI",20,"2009","15"
"kobieta",1.04118081927155,"35-44 lata","Lubelskie","LUBELSKI",30,"2009","15"
"mężczyzna",1.90444218921994,"45-59 lat","Lubelskie","LUBELSKI",3,"2009","15"
"kobieta",1.88131325145868,"25-34 lata","Lubelskie","LUBELSKI",10,"2009","15"
"mężczyzna",2.13245766730102,"25-34 lata","Lubelskie","LUBELSKI",70,"2009","15"
"kobieta",1.40441489967702,"35-44 lata","Lubelskie","LUBELSKI",1,"2009","15"
"kobieta",1.33276604214048,"45-59 lat","Lubelskie","LUBELSKI",10,"2009","15"
"mężczyzna",0.444642172427614,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",1,"2009","15"
"kobieta",0.361004874879091,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",1,"2009","15"
"kobieta",0.4586596022405,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",5,"2009","15"
"mężczyzna",0.411814614056299,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",18,"2009","15"
"mężczyzna",0.740808227342663,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",20,"2009","15"
"kobieta",0.654408323328735,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",4,"2009","15"
"mężczyzna",0.740808227342663,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",4,"2009","15"
"kobieta",0.654408323328735,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",1,"2009","15"
"mężczyzna",1.64374037086537,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",8,"2009","15"
"kobieta",0.76741618656003,"65+ lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",5,"2009","15"
"mężczyzna",1.02186774784478,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",1,"2009","15"
"kobieta",0.829654183890811,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",5,"2009","15"
"mężczyzna",1.18782420827221,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",15,"2009","15"
"mężczyzna",1.19381740698607,"35-44 lata","Lubuskie","GORZOWSKI",6,"2009","13"
"kobieta",1.16078148836553,"35-44 lata","Lubuskie","GORZOWSKI",4,"2009","13"
"mężczyzna",0.738444765824884,"25-34 lata","Lubuskie","GORZOWSKI",10,"2009","13"
"kobieta",0.66691611266558,"25-34 lata","Lubuskie","GORZOWSKI",10,"2009","13"
"mężczyzna",1.01714814330622,"35-44 lata","Lubuskie","GORZOWSKI",10,"2009","13"
"kobieta",1.00870998537782,"25-34 lata","Lubuskie","GORZOWSKI",7,"2009","13"
"mężczyzna",0.491324319265597,"25-34 lata","Lubuskie","GORZOWSKI",3,"2009","13"
"mężczyzna",1.89441717563437,"35-44 lata","Lubuskie","GORZOWSKI",3,"2009","13"
"kobieta",1.84377950232378,"35-44 lata","Lubuskie","GORZOWSKI",5,"2009","13"
"kobieta",0.88948651823078,"do 24 lat","Lubuskie","GORZOWSKI",1,"2009","13"
"mężczyzna",1.05388063651034,"25-34 lata","Lubuskie","GORZOWSKI",8,"2009","13"
"mężczyzna",1.06983386498631,"do 24 lat","Lubuskie","GORZOWSKI",3,"2009","13"
"kobieta",1.08055436311081,"35-44 lata","Lubuskie","GORZOWSKI",9,"2009","13"
"mężczyzna",0.733039265985241,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"kobieta",0.66203421052623,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",20,"2009","13"
"mężczyzna",1.45222463047162,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",3,"2009","13"
"kobieta",1.29619418032798,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",2,"2009","13"
"kobieta",1.21138962872208,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",3,"2009","13"
"mężczyzna",0.904290207259129,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",5,"2009","13"
"mężczyzna",0.807292829813021,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",3,"2009","13"
"kobieta",0.729095283902483,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",12,"2009","13"
"kobieta",0.968126703726824,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",1,"2009","13"
"kobieta",0.82454571976985,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",5,"2009","13"
"mężczyzna",0.912980597282419,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",20,"2009","13"
"kobieta",0.82454571976985,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",12,"2009","13"
"mężczyzna",0.549577473668665,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",2,"2009","13"
"kobieta",0.545018234894167,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",12,"2009","13"
"mężczyzna",0.945904809109284,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",0,"2009","13"
"mężczyzna",1.21917939562803,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",20,"2009","13"
"kobieta",0.884664935195334,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",5,"2009","13"
"mężczyzna",1.21917939562803,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",4,"2009","13"
"kobieta",0.476961272203649,"do 24 lat","Lubuskie","GORZOWSKI",10,"2009","13"
"mężczyzna",0.573667290366852,"do 24 lat","Lubuskie","GORZOWSKI",30,"2009","13"
"kobieta",0.416266333626315,"45-59 lat","Lubuskie","GORZOWSKI",3,"2009","13"
"kobieta",0.324367116616802,"do 24 lat","Lubuskie","GORZOWSKI",8,"2009","13"
"kobieta",0.290930736568518,"35-44 lata","Lubuskie","GORZOWSKI",4,"2009","13"
"kobieta",0.518754314148948,"25-34 lata","Lubuskie","GORZOWSKI",5,"2009","13"
"mężczyzna",0.979846181271677,"do 24 lat","Lubuskie","GORZOWSKI",15,"2009","13"
"kobieta",1.07033727665812,"do 24 lat","Lubuskie","GORZOWSKI",0,"2009","13"
"kobieta",0.707502987366356,"35-44 lata","Lubuskie","GORZOWSKI",0,"2009","13"
"mężczyzna",0.280857541975617,"do 24 lat","Lubuskie","GORZOWSKI",2,"2009","13"
"kobieta",0.233511954940498,"do 24 lat","Lubuskie","GORZOWSKI",4,"2009","13"
"kobieta",0.233511954940498,"do 24 lat","Lubuskie","GORZOWSKI",8,"2009","13"
"mężczyzna",0.97690732801197,"35-44 lata","Lubuskie","GORZOWSKI",3,"2009","13"
"kobieta",1.06006852689586,"do 24 lat","Lubuskie","GORZOWSKI",10,"2009","13"
"mężczyzna",0.65620225689522,"65+ lat","Lubuskie","ZIELONOGÓRSKI",6,"2009","13"
"mężczyzna",0.918022236506203,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",20,"2009","13"
"kobieta",0.82909900648876,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",5,"2009","13"
"kobieta",1.29248748358607,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",5,"2009","13"
"kobieta",1.25467372137831,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",1,"2009","13"
"kobieta",0.924930920989911,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",20,"2009","13"
"mężczyzna",0.977246010633313,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",30,"2009","13"
"kobieta",1.06749697455048,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",45,"2009","13"
"mężczyzna",1.58433658202964,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",2,"2009","13"
"kobieta",1.38612739124288,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",5,"2009","13"
"mężczyzna",1.53479350240001,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",60,"2009","13"
"mężczyzna",0.696123385685104,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",8,"2009","13"
"kobieta",0.690348417074259,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",3,"2009","13"
"mężczyzna",0.790674373358254,"35-44 lata","Lubuskie","GORZOWSKI",2,"2009","13"
"mężczyzna",0.94373198823484,"do 24 lat","Lubuskie","GORZOWSKI",5,"2009","13"
"kobieta",0.519722361698995,"60-64 lata","Lubuskie","GORZOWSKI",2,"2009","13"
"mężczyzna",0.560624261515337,"35-44 lata","Lubuskie","GORZOWSKI",16,"2009","13"
"mężczyzna",1.65074802617602,"45-59 lat","Lubuskie","GORZOWSKI",7,"2009","13"
"kobieta",1.409310742683,"45-59 lat","Lubuskie","GORZOWSKI",2,"2009","13"
"kobieta",0.95664484043468,"25-34 lata","Lubuskie","GORZOWSKI",5,"2009","13"
"mężczyzna",0.748947266166396,"45-59 lat","Lubuskie","GORZOWSKI",4,"2009","13"
"kobieta",0.655249858055393,"25-34 lata","Lubuskie","GORZOWSKI",21,"2009","13"
"kobieta",0.639406748436616,"45-59 lat","Lubuskie","GORZOWSKI",5,"2009","13"
"mężczyzna",0.889747996495952,"do 24 lat","Lubuskie","GORZOWSKI",35,"2009","13"
"kobieta",0.682444974899613,"25-34 lata","Lubuskie","GORZOWSKI",14,"2009","13"
"mężczyzna",0.809700457948095,"45-59 lat","Lubuskie","GORZOWSKI",2,"2009","13"
"kobieta",0.694561230059407,"35-44 lata","Lubuskie","GORZOWSKI",35,"2009","13"
"mężczyzna",0.961922678341154,"do 24 lat","Lubuskie","GORZOWSKI",70,"2009","13"
"kobieta",1.05075849524452,"do 24 lat","Lubuskie","GORZOWSKI",80,"2009","13"
"mężczyzna",0.694436002073982,"45-59 lat","Lubuskie","GORZOWSKI",40,"2009","13"
"mężczyzna",2.05065161857738,"do 24 lat","Lubuskie","GORZOWSKI",56,"2009","13"
"mężczyzna",1.72614035696357,"45-59 lat","Lubuskie","GORZOWSKI",2,"2009","13"
"kobieta",1.47367624266308,"45-59 lat","Lubuskie","GORZOWSKI",2,"2009","13"
"mężczyzna",1.58272127841122,"25-34 lata","Lubuskie","GORZOWSKI",7,"2009","13"
"kobieta",1.33583366980486,"do 24 lat","Lubuskie","GORZOWSKI",10,"2009","13"
"kobieta",1.84559663958094,"25-34 lata","Lubuskie","GORZOWSKI",1,"2009","13"
"mężczyzna",2.02290453351161,"do 24 lat","Lubuskie","GORZOWSKI",2,"2009","13"
"mężczyzna",0.478061842920851,"25-34 lata","Lubuskie","GORZOWSKI",7,"2009","13"
"mężczyzna",0.402784853611175,"65+ lat","Lubuskie","GORZOWSKI",1,"2009","13"
"mężczyzna",1.29926515123566,"25-34 lata","Lubuskie","GORZOWSKI",6,"2009","13"
"mężczyzna",1.29926515123566,"25-34 lata","Lubuskie","GORZOWSKI",6,"2009","13"
"mężczyzna",1.02329894159379,"45-59 lat","Lubuskie","GORZOWSKI",4,"2009","13"
"kobieta",1.20332823974273,"25-34 lata","Lubuskie","GORZOWSKI",5,"2009","13"
"kobieta",0.957048408622273,"45-59 lat","Lubuskie","GORZOWSKI",2,"2009","13"
"mężczyzna",0.358472564169394,"35-44 lata","Lubuskie","GORZOWSKI",20,"2009","13"
"kobieta",0.426849591404747,"25-34 lata","Lubuskie","GORZOWSKI",10,"2009","13"
"kobieta",0.774139374748391,"do 24 lat","Lubuskie","GORZOWSKI",2,"2009","13"
"mężczyzna",0.577887278626622,"25-34 lata","Lubuskie","GORZOWSKI",5,"2009","13"
"mężczyzna",1.38105942907824,"45-59 lat","Lubuskie","GORZOWSKI",2,"2009","13"
"mężczyzna",1.640696100939,"do 24 lat","Lubuskie","GORZOWSKI",50,"2009","13"
"kobieta",1.79221823785594,"do 24 lat","Lubuskie","GORZOWSKI",6,"2009","13"
"mężczyzna",1.33787293747679,"25-34 lata","Lubuskie","GORZOWSKI",10,"2009","13"
"mężczyzna",0.644182228854594,"do 24 lat","Lubuskie","GORZOWSKI",1,"2009","13"
"kobieta",0.828552162630683,"45-59 lat","Lubuskie","GORZOWSKI",3,"2009","13"
"kobieta",1.2594252753322,"do 24 lat","Lubuskie","GORZOWSKI",15,"2009","13"
"mężczyzna",1.89441717563437,"35-44 lata","Lubuskie","GORZOWSKI",8,"2009","13"
"kobieta",1.84377950232378,"35-44 lata","Lubuskie","GORZOWSKI",10,"2009","13"
"kobieta",0.417984474243206,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",2,"2009","13"
"mężczyzna",0.576215476277973,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",15,"2009","13"
"mężczyzna",0.576215476277973,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"mężczyzna",0.504872629174043,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",20,"2009","13"
"kobieta",0.601174810191349,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",2,"2009","13"
"mężczyzna",0.192898899688556,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",0,"2009","13"
"kobieta",0.209319805852917,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"kobieta",0.209319805852917,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",4,"2009","13"
"mężczyzna",1.21007633363655,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",7,"2009","13"
"kobieta",1.17773105580741,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",15,"2009","13"
"mężczyzna",1.5793206428959,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"mężczyzna",0.609401044797526,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",2,"2009","13"
"kobieta",0.6530499556611,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",4,"2009","13"
"kobieta",1.55612075093646,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",2,"2009","13"
"kobieta",1.0685578343652,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",6,"2009","13"
"mężczyzna",1.1551298567051,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",4,"2009","13"
"mężczyzna",1.26604775737132,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",4,"2009","13"
"mężczyzna",1.09098488005146,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"kobieta",1.01042725167205,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",8,"2009","13"
"mężczyzna",0.670197881100988,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",6,"2009","13"
"kobieta",0.548120634787037,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",7,"2009","13"
"kobieta",0.831190982494018,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",15,"2009","13"
"mężczyzna",1.24326881097048,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"mężczyzna",0.938116987363073,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"mężczyzna",0.912980597282419,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",70,"2009","13"
"kobieta",0.82454571976985,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",1,"2009","13"
"mężczyzna",3.1068351710104,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"mężczyzna",3.1068351710104,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",20,"2009","13"
"mężczyzna",3.1068351710104,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",15,"2009","13"
"kobieta",0.918843645157938,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",12,"2009","13"
"mężczyzna",0.690603249654534,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",20,"2009","13"
"kobieta",0.604204997694087,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",15,"2009","13"
"kobieta",0.896204546250077,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",15,"2009","13"
"kobieta",0.581183748173027,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",5,"2009","13"
"mężczyzna",0.467350652585569,"65+ lat","Lubuskie","ZIELONOGÓRSKI",13,"2009","13"
"kobieta",0.898663420517919,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",2,"2009","13"
"mężczyzna",1.50543730641832,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",2,"2009","13"
"kobieta",1.21716993652996,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",2,"2009","13"
"kobieta",0.833281582065605,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",2,"2009","13"
"mężczyzna",0.699798222942002,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",4,"2009","13"
"mężczyzna",0.608898499121486,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",68,"2009","13"
"kobieta",0.932363338902097,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",40,"2009","13"
"mężczyzna",0.760102407571173,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"mężczyzna",0.769812401037306,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",20,"2009","13"
"kobieta",0.211591476814507,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",2,"2009","13"
"kobieta",0.61699580527567,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"mężczyzna",0.666186599488754,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",30,"2009","13"
"kobieta",1.65655148438254,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",7,"2009","13"
"mężczyzna",1.5458299882277,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"kobieta",1.44574969246294,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",3,"2009","13"
"kobieta",1.47770609322322,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",3,"2009","13"
"mężczyzna",1.14577830388703,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"kobieta",1.36433035581872,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"kobieta",1.21716993652996,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",30,"2009","13"
"kobieta",1.17561264111763,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"mężczyzna",1.26933989027733,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",4,"2009","13"
"kobieta",0.497130845928305,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",5,"2009","13"
"mężczyzna",0.497130845928305,"60-64 lata","Lubuskie","ZIELONOGÓRSKI",1,"2009","13"
"kobieta",0.497130845928305,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",3,"2009","13"
"mężczyzna",1.03820628448778,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",20,"2009","13"
"kobieta",0.937641556514411,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"mężczyzna",0.831861313186397,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",1,"2009","13"
"kobieta",0.824960276111547,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",24,"2009","13"
"mężczyzna",0.805919765197831,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",8,"2009","13"
"mężczyzna",0.999005366914315,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",1,"2009","13"
"kobieta",0.536193635510024,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",0,"2009","13"
"mężczyzna",0.746124769431533,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",20,"2009","13"
"mężczyzna",0.818925775227963,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",2,"2009","13"
"kobieta",0.812132050018221,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"mężczyzna",1.47077619933718,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",5,"2009","13"
"kobieta",1.26315984048435,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",14,"2009","13"
"mężczyzna",1.15636666437904,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"kobieta",1.26315984048435,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",2,"2009","13"
"kobieta",0.484063351863412,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"kobieta",0.578069222673908,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",2,"2009","13"
"mężczyzna",0.514940979186724,"60-64 lata","Lubuskie","GORZOWSKI",6,"2009","13"
"mężczyzna",0.541347646012704,"60-64 lata","Lubuskie","GORZOWSKI",20,"2009","13"
"kobieta",0.541347646012704,"45-59 lat","Lubuskie","GORZOWSKI",1,"2009","13"
"kobieta",0.732936287429768,"25-34 lata","Lubuskie","GORZOWSKI",10,"2009","13"
"mężczyzna",1.45810778193948,"do 24 lat","Lubuskie","GORZOWSKI",15,"2009","13"
"kobieta",1.04785170547844,"45-59 lat","Lubuskie","GORZOWSKI",3,"2009","13"
"mężczyzna",1.45810778193948,"do 24 lat","Lubuskie","GORZOWSKI",10,"2009","13"
"kobieta",1.02103913560703,"25-34 lata","Lubuskie","GORZOWSKI",3,"2009","13"
"mężczyzna",1.13054849164455,"25-34 lata","Lubuskie","GORZOWSKI",2,"2009","13"
"kobieta",0.589449429719516,"25-34 lata","Lubuskie","GORZOWSKI",10,"2009","13"
"kobieta",1.41162204544169,"45-59 lat","Lubuskie","GORZOWSKI",21,"2009","13"
"kobieta",1.00495718018962,"35-44 lata","Lubuskie","GORZOWSKI",8,"2009","13"
"kobieta",2.02491298172615,"45-59 lat","Lubuskie","GORZOWSKI",1,"2009","13"
"mężczyzna",1.28346286499087,"45-59 lat","Lubuskie","GORZOWSKI",1,"2009","13"
"kobieta",1.10095472554262,"35-44 lata","Lubuskie","GORZOWSKI",3,"2009","13"
"kobieta",1.6655659458465,"do 24 lat","Lubuskie","GORZOWSKI",4,"2009","13"
"kobieta",0.846104043458199,"45-59 lat","Lubuskie","GORZOWSKI",3,"2009","13"
"mężczyzna",0.846104043458199,"60-64 lata","Lubuskie","GORZOWSKI",12,"2009","13"
"kobieta",0.90512042325445,"25-34 lata","Lubuskie","GORZOWSKI",45,"2009","13"
"kobieta",0.705811022304501,"45-59 lat","Lubuskie","GORZOWSKI",0,"2009","13"
"kobieta",1.142986708213,"45-59 lat","Lubuskie","GORZOWSKI",16,"2009","13"
"mężczyzna",1.33677337014892,"45-59 lat","Lubuskie","GORZOWSKI",4,"2009","13"
"kobieta",1.75495257436744,"do 24 lat","Lubuskie","GORZOWSKI",4,"2009","13"
"mężczyzna",1.40515352412864,"35-44 lata","Lubuskie","GORZOWSKI",15,"2009","13"
"kobieta",1.36626940529671,"35-44 lata","Lubuskie","GORZOWSKI",1,"2009","13"
"mężczyzna",1.95800868189687,"25-34 lata","Lubuskie","GORZOWSKI",4,"2009","13"
"kobieta",1.76834828999124,"25-34 lata","Lubuskie","GORZOWSKI",9,"2009","13"
"kobieta",1.02103913560703,"25-34 lata","Lubuskie","GORZOWSKI",2,"2009","13"
"mężczyzna",1.13054849164455,"25-34 lata","Lubuskie","GORZOWSKI",5,"2009","13"
"mężczyzna",1.40515352412864,"35-44 lata","Lubuskie","GORZOWSKI",10,"2009","13"
"kobieta",1.36626940529671,"35-44 lata","Lubuskie","GORZOWSKI",25,"2009","13"
"mężczyzna",1.54473847549324,"25-34 lata","Lubuskie","GORZOWSKI",3,"2009","13"
"kobieta",1.36785044046303,"35-44 lata","Lubuskie","GORZOWSKI",5,"2009","13"
"mężczyzna",1.89438497641256,"do 24 lat","Lubuskie","GORZOWSKI",10,"2009","13"
"kobieta",2.06933587631506,"do 24 lat","Lubuskie","GORZOWSKI",15,"2009","13"
"kobieta",0.911181779999367,"do 24 lat","Lubuskie","GORZOWSKI",8,"2009","13"
"mężczyzna",0.680188059173756,"25-34 lata","Lubuskie","GORZOWSKI",21,"2009","13"
"kobieta",1.01245649044673,"45-59 lat","Lubuskie","GORZOWSKI",7,"2009","13"
"mężczyzna",1.27598116026136,"35-44 lata","Lubuskie","GORZOWSKI",1,"2009","13"
"kobieta",1.24067156473324,"35-44 lata","Lubuskie","GORZOWSKI",4,"2009","13"
"kobieta",1.85910826457599,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",15,"2009","13"
"mężczyzna",1.91201860973945,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",40,"2009","13"
"mężczyzna",0.634426676516418,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",50,"2009","13"
"kobieta",0.572973622753671,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",15,"2009","13"
"mężczyzna",0.661176000384743,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",3,"2009","13"
"kobieta",0.885713173954294,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",5,"2009","13"
"kobieta",1.12227919706376,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",4,"2009","13"
"kobieta",1.0523750062609,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",15,"2009","13"
"kobieta",1.02692991533191,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",3,"2009","13"
"mężczyzna",1.16524522362695,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",20,"2009","13"
"kobieta",1.0523750062609,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"mężczyzna",1.16524522362695,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",14,"2009","13"
"mężczyzna",0.874141219622672,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",4,"2009","13"
"kobieta",0.789468476737412,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",5,"2009","13"
"kobieta",1.14930753477904,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",25,"2009","13"
"mężczyzna",1.59171709348728,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",20,"2009","13"
"kobieta",0.581239696496324,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",21,"2009","13"
"mężczyzna",0.679785461900659,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"mężczyzna",1.24985104252513,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"kobieta",1.12878557488257,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",40,"2009","13"
"kobieta",1.22927972919627,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",20,"2009","13"
"mężczyzna",1.03414382002708,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",30,"2009","13"
"kobieta",1.02556466882667,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",15,"2009","13"
"kobieta",0.775948360820312,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",50,"2009","13"
"mężczyzna",1.07974853405617,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",12,"2009","13"
"kobieta",0.73692719565867,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",10,"2009","13"
"kobieta",2.11786735130514,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",12,"2009","13"
