"plec","edukacja","wiek","wojewodztwo","podregion66","waga","rok"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Dolnośląskie","JELENIOGÓRSKI",3.483165626,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Dolnośląskie","LEGNICKO-GŁOGOWSKI",3.483165626,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Dolnośląskie","WROCŁAWSKI",3.876331252,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Dolnośląskie","WAŁBRZYSKI",9.675339505,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Dolnośląskie","M.WROCŁAW",5.200110418,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Kujawsko-Pomorskie","GRUDZIĄDZKI",4.979231562,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",4.862715078,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Kujawsko-Pomorskie","WŁOCŁAWSKI",4.979231562,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Lubelskie","BIALSKI",2.264346502375,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Lubelskie","PUŁAWSKI",1.03,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Lubelskie","LUBELSKI",1.234346502375,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",3.09,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Lubuskie","GORZOWSKI",2.59368710975,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Lubuskie","ZIELONOGÓRSKI",7.729565204625,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Łódzkie","ŁÓDZKI",2.632488759,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Łódzkie","PIOTRKOWSKI",4.09160117475,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Łódzkie","SIERADZKI",1.351903312125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Łódzkie","SKIERNIEWICKI",1.03,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Łódzkie","M. ŁÓDŹ",3.745770370375,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Małopolskie","KRAKOWSKI",8.554388509375,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Małopolskie","NOWOSĄDECKI",8.56739258125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Małopolskie","OŚWIĘCIMSKI",6.50739258125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Małopolskie","TARNOWSKI",3.06,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Małopolskie","M. KRAKÓW",3.981924315625,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Małopolskie",NA,1.469460121875,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",9.1342151,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",1.03,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",2.06,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Mazowieckie","RADOMSKI",4.57824132,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Mazowieckie","WARSZAWSKI WSCHODNI",5.15,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Mazowieckie",NA,0,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Opolskie","NYSKI",4.54130141125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Opolskie","OPOLSKI",9.7275108075,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Podkarpackie","KROŚNIEŃSKI",0.96396583995,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Podkarpackie","PRZEMYSKI",2.0024965111,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Podkarpackie","RZESZOWSKI",4.12,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Podkarpackie","TARNOBRZESKI",7.1724965111,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Podlaskie","BIAŁOSTOCKI",6.03565583605,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Podlaskie","ŁOMŻYŃSKI",1.91565583605,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Podlaskie","SUWALSKI",1.03,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Podlaskie",NA,0.60131838375,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Pomorskie","GDAŃSKI",6.27295336015,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Pomorskie","SŁUPSKI",6.30655666135,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Pomorskie","STAROGARDZKI",7.346231690825,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Pomorskie","TRÓJMIEJSKI",4.256231690825,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Pomorskie",NA,1.093278330675,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie","BIELSKI",3.09,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie","BYTOMSKI",2.06,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie","CZĘSTOCHOWSKI",3.09,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie","KATOWICKI",2.23357938525,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie","RYBNICKI",3.10544987125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie","SOSNOWIECKI",4.12,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie","TYSKI",2.06,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Śląskie",NA,2.2533455745,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Świętokrzyskie","KIELECKI",6.059687360875,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",4.12,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Świętokrzyskie",NA,0,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Warmińsko-Mazurskie","ELBLĄSKI",6.254748439,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Warmińsko-Mazurskie","EŁCKI",1.373472396,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Warmińsko-Mazurskie","OLSZTYŃSKI",5.2385064845,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Warmińsko-Mazurskie",NA,0.711582813,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Wielkopolskie","KALISKI",2.06,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Wielkopolskie","KONIŃSKI",4.14,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Wielkopolskie","LESZCZYŃSKI",2.06,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Wielkopolskie","POZNAŃSKI",5.04938109275,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Wielkopolskie","PILSKI",2.06,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Wielkopolskie","M. POZNAŃ",2.06,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Wielkopolskie",NA,4.598239815,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Zachodniopomorskie","KOSZALIŃSKI",5.69631901125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Zachodniopomorskie","STARGARDZKI",3.97947851625,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Zachodniopomorskie","SZCZECIŃSKI",3.690633105625,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","25-34 lata","Zachodniopomorskie","M.SZCZECIN",5.47739258125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Dolnośląskie","JELENIOGÓRSKI",4.75,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Dolnośląskie","LEGNICKO-GŁOGOWSKI",3.252857,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Dolnośląskie","WROCŁAWSKI",3.88,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Dolnośląskie","WAŁBRZYSKI",6.362110217,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Dolnośląskie","M.WROCŁAW",3.0514285,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Kujawsko-Pomorskie","GRUDZIĄDZKI",5.99736672,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",3.617619,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Kujawsko-Pomorskie","WŁOCŁAWSKI",9.902857,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Lubelskie","BIALSKI",0.95,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Lubelskie","PUŁAWSKI",1.9574999375,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Lubelskie","LUBELSKI",8.056846314875,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",5.091846439875,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Lubuskie","GORZOWSKI",7.513571375,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Lubuskie","ZIELONOGÓRSKI",10.374362706375,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Łódzkie","ŁÓDZKI",3.0034523125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Łódzkie","PIOTRKOWSKI",3.0034523125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Łódzkie","SIERADZKI",4.106904625,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Łódzkie","SKIERNIEWICKI",5.056904625,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Łódzkie","M. ŁÓDŹ",3.156904625,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Małopolskie","KRAKOWSKI",3.348809375,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Małopolskie","NOWOSĄDECKI",1.9862141625,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Małopolskie","OŚWIĘCIMSKI",15.826428125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Małopolskie","TARNOWSKI",1.1994046875,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Małopolskie","M. KRAKÓW",4.818269496875,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Mazowieckie","CIECHANOWSKO-PŁOCKI",0.95,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Mazowieckie","WARSZAWSKI   ZACHODNI",1.9190475,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",1.9,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Mazowieckie","RADOMSKI",2.8690475,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Mazowieckie","M.WARSZAWA",3.838095,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Mazowieckie","WARSZAWSKI WSCHODNI",3.8190475,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Opolskie","NYSKI",8.089285625,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Opolskie","OPOLSKI",4.9850918475,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Podkarpackie","KROŚNIEŃSKI",3.8279316799,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Podkarpackie","PRZEMYSKI",4.746809475,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Podkarpackie","RZESZOWSKI",2.85,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Podkarpackie","TARNOBRZESKI",4.666809475,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Podkarpackie",NA,0.786809475,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Podlaskie","BIAŁOSTOCKI",11.054428475,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Podlaskie","ŁOMŻYŃSKI",5.354428475,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Podlaskie","SUWALSKI",1.03628565,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Podlaskie",NA,1.67109242265,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Pomorskie","GDAŃSKI",2.85,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Pomorskie","SŁUPSKI",8.434714175,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Pomorskie","STAROGARDZKI",8.514714175,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Pomorskie","TRÓJMIEJSKI",2.85,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Pomorskie",NA,1.784714175,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","BIELSKI",3.8,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","BYTOMSKI",0.95,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","CZĘSTOCHOWSKI",3.8,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","GLIWICKI",2.853095125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","KATOWICKI",3.723095125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","RYBNICKI",4.753095125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","SOSNOWIECKI",7.3671587705,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie","TYSKI",2.773095125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Śląskie",NA,0,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Świętokrzyskie","KIELECKI",6.755476125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",6.3332141875,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Świętokrzyskie",NA,0.5277380625,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Warmińsko-Mazurskie","ELBLĄSKI",2.1014285,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Warmińsko-Mazurskie","EŁCKI",0.95,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Warmińsko-Mazurskie","OLSZTYŃSKI",6.47714275,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Warmińsko-Mazurskie",NA,0.57571425,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Wielkopolskie","KALISKI",1.9,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Wielkopolskie","KONIŃSKI",5.047380875,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Wielkopolskie","LESZCZYŃSKI",6.8895235,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Wielkopolskie","POZNAŃSKI",3.44476175,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Wielkopolskie","M. POZNAŃ",3.8,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Zachodniopomorskie","KOSZALIŃSKI",6.4196428125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Zachodniopomorskie","STARGARDZKI",5.0889284375,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Zachodniopomorskie","SZCZECIŃSKI",2.85,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","35-44 lata","Zachodniopomorskie","M.SZCZECIN",3.501318885625,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Dolnośląskie","JELENIOGÓRSKI",4.016091053,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Dolnośląskie","LEGNICKO-GŁOGOWSKI",5.856091053,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Dolnośląskie","WROCŁAWSKI",4.1386164,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Dolnośląskie","WAŁBRZYSKI",6.132182106,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Dolnośląskie","M.WROCŁAW",3.618273159,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Kujawsko-Pomorskie","GRUDZIĄDZKI",3.342182106,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Kujawsko-Pomorskie","BYDGOSKO-TORUŃSKI",7.009580004,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Kujawsko-Pomorskie","WŁOCŁAWSKI",12.070116204,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Lubelskie","BIALSKI",4.7062894125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Lubelskie","PUŁAWSKI",5.692578825,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Lubelskie","LUBELSKI",4.831619083875,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",0.93,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Lubuskie","GORZOWSKI",4.565390925,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Lubuskie","ZIELONOGÓRSKI",9.66640033175,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Łódzkie","ŁÓDZKI",2.31167451825,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Łódzkie","PIOTRKOWSKI",2.085837259125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Łódzkie","SIERADZKI",4.096058996625,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Łódzkie","SKIERNIEWICKI",4.096058996625,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Łódzkie","M. ŁÓDŹ",3.015837259125,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Małopolskie","KRAKOWSKI",4.8941540625,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Małopolskie","NOWOSĄDECKI",8.489034540625,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Małopolskie","OŚWIĘCIMSKI",2.206344846875,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Małopolskie","TARNOWSKI",2.186344846875,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Małopolskie","OPOLSKI",0.50253793875,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Małopolskie","M. KRAKÓW",4.534652971875,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Mazowieckie","CIECHANOWSKO-PŁOCKI",3.7386465,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Mazowieckie","WARSZAWSKI   ZACHODNI",3.797694,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Mazowieckie","OSTROŁĘCKO-SIEDLECKI",1.88,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Mazowieckie","RADOMSKI",2.940151755,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Mazowieckie","M.WARSZAWA",7.909101765,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Mazowieckie","WARSZAWSKI WSCHODNI",1.86,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Mazowieckie",NA,2.010151755,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Opolskie","NYSKI",2.79932325,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Opolskie","OPOLSKI",9.489575255,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Podkarpackie","KROŚNIEŃSKI",6.19049013,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Podkarpackie","PRZEMYSKI",3.560245065,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Podkarpackie","RZESZOWSKI",4.510245065,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Podkarpackie","TARNOBRZESKI",6.1385695041,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Podlaskie","BIAŁOSTOCKI",3.297234555,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Podlaskie","ŁOMŻYŃSKI",1.86,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Podlaskie",NA,0.507234555,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Pomorskie","GDAŃSKI",1.86,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Pomorskie","SŁUPSKI",4.4807118675,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Pomorskie","STAROGARDZKI",5.6,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Pomorskie","TRÓJMIEJSKI",6.51,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","BIELSKI",7.5392883345,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","BYTOMSKI",0.93,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","GLIWICKI",0.93,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","KATOWICKI",8.144142525,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","RYBNICKI",0.93,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","SOSNOWIECKI",3.6078093,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie","TYSKI",4.574714175,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Śląskie",NA,3.8192883345,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Świętokrzyskie","KIELECKI",9.70209461525,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Świętokrzyskie","SANDOMIERSKO-JĘDRZEJOWSKI",5.1666277875,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Warmińsko-Mazurskie","ELBLĄSKI",9.5366394765,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Warmińsko-Mazurskie","OLSZTYŃSKI",2.9871879,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Wielkopolskie","KALISKI",7.17771886575,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Wielkopolskie","KONIŃSKI",0,"2000"
"mężczyzna","zasadnicze zawodowe/gimanzjum","45-59 lat","Wielkopolskie","LESZCZYŃSKI",8.1931972815,"2000"
